"invoice_id","invoice_date","due_date","period_start_date","period_end_date","total_amount","canonical_vendor_id"
"2589507b-8e0d-4627-917f-d5faf0d555c9",2020-01-02,2020-02-01,2020-01-01,2020-01-31,15683.46,"2907c501-5c7a-4cba-8d4c-b489c0848f0e"
"4db43f18-809d-4c77-8e87-93f278a7c121",2019-07-26,2019-08-25,2019-07-26,2019-07-26,167231.44,"5563cff8-b050-45e9-89d3-eb079dfeb12a"
b4dddcdb-0cce-4c3a-a112-718a326beea4,2019-12-27,2020-01-26,2019-12-27,2019-12-27,62544.5,"5563cff8-b050-45e9-89d3-eb079dfeb12a"
"0fcdddcd-a2fd-46a1-80f5-1a1981974a41",2019-02-22,2019-03-24,2019-02-22,2019-02-22,66857.02,"5563cff8-b050-45e9-89d3-eb079dfeb12a"
"18e9ebfe-0a80-4f62-9a5c-0390b248039c",2019-11-11,2019-11-11,2019-11-11,2019-11-11,1740.87,a8530907-1bae-411e-a615-33cf737f53a5
bbee96f8-1932-48c8-9271-9ef93a791e7a,2020-10-15,2020-11-14,2020-10-16,2021-10-15,8154.3,"87e2f356-83e8-46d5-abc0-8cf3ed21274c"
"8cd99b38-07df-45d6-a448-5fd6b71715d1",2019-10-03,2019-11-02,2020-09-01,2020-09-30,71581.26,"5563cff8-b050-45e9-89d3-eb079dfeb12a"
"40513dcb-6281-4396-9a58-f6ec8801718d",2019-04-04,2019-05-04,2019-04-04,2019-05-03,377.69,c753ab1a-cd7b-4968-9a25-0f0471b0c882
"0c925355-969a-4e79-9ebf-602037f29482",2019-11-30,2019-12-14,2019-11-30,2019-11-30,18929.7,"5bf79357-b95c-456c-bf8b-95d73a8a8f29"
b0589d14-7de2-448d-ae5f-7571f14dc842,2020-04-30,2020-05-14,2020-04-30,2020-04-30,5953.2,efab812c-a1b6-4f0a-b971-d5e6838036d0
c5c8ecaa-5b10-4816-b080-fdc33fde86f7,2020-07-08,2020-08-07,2020-06-01,2020-06-30,1500.38,"6e77b899-1e66-4a13-8809-309be5c0836c"
c5749bc2-0e65-44ca-a0ed-9afff01f86ab,2020-11-03,2020-11-03,2020-10-01,2020-10-31,11.62,"7409fa50-fde9-4939-8efe-dc73cbd1e9c7"
"404b5a7d-c274-40a6-b898-4098a141efb7",2020-01-13,2020-02-12,2020-01-13,2021-01-12,51068.33,e2091bc3-f9d7-4647-a1db-1f648b438b74
"44a8267b-b630-4701-8de7-4c576ca2e622",2019-12-18,2019-12-18,2019-11-01,2019-12-31,33752.72,f84005d8-f811-40f6-95be-00d95f9d693c
"452c335f-7874-47ba-9782-52d0f35dae9f",2019-11-08,2019-12-08,2019-11-05,2020-03-28,754.84,"89e07175-feef-43ea-a989-f96ad4d52fc5"
"46444eda-8225-4389-b1e5-55d8655ee00f",2020-07-01,2020-07-01,2020-07-01,2020-07-31,2676.96,"80255121-e6ff-4d27-ab0f-967834bbd068"
da51872b-f1ce-4a4f-aadb-5e2333151304,2020-03-31,2020-04-30,2020-03-01,2020-03-31,544.38,ba097901-bf5a-491e-ad30-7b62c506dff0
b6ea3d52-d272-408a-91dd-242601daad7a,2020-04-30,2020-05-10,2020-04-30,2020-04-30,20330.55,"153ec8ce-be54-4776-9e21-78e27dc6c507"
"4ab5f737-4581-474a-a284-e43ae7e71a54",2020-07-13,2020-07-13,2020-06-01,2020-06-30,5443.76,a1605dc3-90cb-403c-ab7e-14155e817cae
be384ebc-26f4-4638-9ae7-0347e4551fe0,2020-08-29,2020-08-29,2020-08-01,2020-08-31,4989.73,daba9e6d-f459-40d9-9c6b-75acd3dd0bba
b8989c48-3911-4b41-b641-92ff538109d5,2019-09-04,2019-10-04,2019-09-04,2019-10-03,765.2,c753ab1a-cd7b-4968-9a25-0f0471b0c882
"7b473e04-2322-4d2e-a5d4-c758b0a497fa",2020-04-30,2020-05-10,2020-04-30,2020-04-30,17220.0,"99a3ea80-ebe5-47bd-9b7d-bb8205d0c5b9"
e1c8c7cb-81f1-47d9-a522-1e037cb09e30,2020-03-31,2020-04-10,2020-03-31,2020-03-31,15153.6,"1686c0ca-f6bd-426c-a042-5f62d578d094"
"0711d0e3-63cf-4a34-bb19-2a46861afd10",2020-11-02,2020-12-02,2020-11-02,2020-11-02,1028.22,"9be41a38-e810-48f6-8149-d9b19dee73e8"
"546f9379-d5c0-4edf-8b6d-95eaa154541a",2020-06-01,2020-07-01,2020-06-01,2020-06-30,15683.46,"2907c501-5c7a-4cba-8d4c-b489c0848f0e"
c08bd339-2d65-4b77-8ee4-e76a1a226e3e,2020-07-01,,2020-06-01,2020-06-30,3254.7,c62f2108-31d1-43c6-9c09-8b9c6c7ad8df
"47f1b591-9190-461b-8acf-4140e8642069",2019-09-23,2019-10-03,2019-09-23,2019-09-23,5399.38,cd2685ce-75d4-4c34-9f16-c84497f553ad
f060fbcf-eeaa-436b-a8f5-3ec9ac64baaf,2020-05-25,,2020-04-26,2020-05-25,3.92,"9632e4df-3a7f-4ab2-ae8d-dff45b7c795e"
"0f89ad16-594a-44ca-9110-151c9d35419d",2019-10-21,2019-11-20,2019-10-21,2019-10-21,10362.89,"5563cff8-b050-45e9-89d3-eb079dfeb12a"
e7537cc9-495f-49fa-9c00-4b3078455d46,2020-03-31,2020-04-20,2020-03-01,2020-03-31,326.63,"185a63c2-5614-4c7c-ad7a-985ba6bd8195"
"1f625d54-edcb-47d5-b303-65e6cd52f3c2",2020-04-01,2020-05-01,2020-03-01,2020-03-31,1088.74,"906a0cbb-b05a-4501-beff-40a1d3bd6399"
"1bbe182f-e4d6-4cbf-9ff8-067761adf71b",2020-10-31,,2020-10-01,2020-10-31,155.84,af77b10e-791e-4b43-a1eb-116e3e4bc4ec
bbec2979-8710-4ca6-b8ff-5f25b91c0d5a,2020-10-26,,2020-10-26,2020-10-26,415.36,"0771fa61-2d40-499a-93c0-8dea322809b0"
"572b81e6-7592-47f3-82a7-508f16c6332e",2020-01-10,2020-02-09,2019-11-01,2019-11-30,40875.59,"5563cff8-b050-45e9-89d3-eb079dfeb12a"
"15cd73ea-fca1-429d-ab70-70aa0792c586",2019-11-29,2019-12-10,2019-11-29,2019-11-29,17220.0,da8d9a9f-b561-4398-bb23-0f7a11514cb8
dfd8c8a2-631e-4595-92a8-286b9a918c3a,2019-12-25,,2019-11-26,2019-12-25,1.09,"9632e4df-3a7f-4ab2-ae8d-dff45b7c795e"
"55cdf956-0bf8-420a-8ffc-9748f119d190",2019-11-19,2019-12-19,2019-11-19,2019-11-19,11356.99,"5563cff8-b050-45e9-89d3-eb079dfeb12a"
"5d19f780-0832-41f3-84fc-ac9d0313b54f",2020-05-08,2020-06-07,2020-03-01,2020-03-31,2978.02,"6e77b899-1e66-4a13-8809-309be5c0836c"
"7bf60e9a-47a1-4010-a60e-755d8f4484ba",2020-02-08,2020-03-09,2020-02-01,2020-02-29,3068.41,"6e77b899-1e66-4a13-8809-309be5c0836c"
"274cf900-2c0d-431f-b796-cc3f62a5a199",2020-03-08,2020-04-07,2020-03-01,2020-03-31,3044.59,"6e77b899-1e66-4a13-8809-309be5c0836c"
"61ca7da2-ba4d-4ff5-84a2-c80fb4318ffa",2020-06-24,2020-07-24,2020-06-24,2021-03-28,2073.09,"89e07175-feef-43ea-a989-f96ad4d52fc5"
"63e83d35-a363-4eff-b9a7-f565a7699a39",2020-01-15,2020-01-25,2019-12-01,2019-12-31,1855.7,b21a0540-aaff-4d8d-ad8e-4430809fe0ff
"67551308-31a1-4b9b-b2e6-8f03705455cd",2020-02-20,2020-03-21,2020-01-20,2020-03-19,2892.97,c753ab1a-cd7b-4968-9a25-0f0471b0c882
"69c6441c-370a-414a-bcfe-ccef8d033401",2020-03-20,2020-04-19,2020-02-20,2020-04-19,4316.22,c753ab1a-cd7b-4968-9a25-0f0471b0c882
"9a7ff615-38d8-4140-bff6-24be7222bbbd",2019-05-10,2019-06-09,2019-04-01,2019-04-30,1273.34,"36c0d308-274b-43fb-94a7-4af2306b34f3"
da462169-1a02-431b-af9c-aa4696aa12a2,2020-08-01,2020-08-31,2020-08-01,2020-10-31,9798.75,"27184514-17c5-466d-9f68-e02253695bfa"
a32ea5d3-d7a8-40e4-a3cb-9159e239182d,2020-11-02,2020-11-02,2020-11-02,2020-12-02,585.81,"9902c4c2-0232-461f-95be-4cca2af048e9"
cf33c145-9170-497e-82d4-2a55476f8d46,2020-04-30,2020-05-30,2020-05-20,2020-08-19,421.35,"3868ba1e-df06-4cdf-8445-3ff788ef6085"
"0aed5169-52a2-487e-b684-3adeb2da1018",2019-11-30,2019-12-10,2019-11-30,2019-11-30,13431.6,"1686c0ca-f6bd-426c-a042-5f62d578d094"
"71c793f8-f251-4e5b-ac88-4bc6c94042be",2020-07-06,2020-08-05,2020-07-06,2021-01-05,12248.44,befc5322-7356-440f-8c1a-428cd05ee0e1
"8b19d4f0-c43c-4dfc-91f5-c7fd5a559d74",2020-11-03,2020-11-18,2018-11-15,2021-11-14,14715.0,"5c178016-5623-467f-9129-5dc77ef65d2a"
"76a4c5a2-30dd-4ba7-bb3c-ff2c5ab545ad",2020-05-20,2020-06-19,2020-04-20,2020-06-19,4251.98,c753ab1a-cd7b-4968-9a25-0f0471b0c882
"7ad06983-87c4-402e-b81a-1ca2f263c05e",2020-04-20,2020-05-20,2020-03-20,2020-05-19,4369.56,c753ab1a-cd7b-4968-9a25-0f0471b0c882
"7ed8ba35-557b-47a2-b763-a8c7d7b97411",2020-03-02,2020-03-02,2020-03-01,2020-03-31,2676.96,"80255121-e6ff-4d27-ab0f-967834bbd068"
"19e37327-17ae-4b9a-9c16-9833e32a6831",2019-06-05,2019-07-05,2019-06-05,2019-07-03,42.07,c753ab1a-cd7b-4968-9a25-0f0471b0c882
"6989e8b5-c11e-4bfb-8733-0bacdf1e2b98",2019-07-31,2019-08-30,2019-07-01,2019-07-31,2943.58,f07a65f7-cc13-4f24-8fd4-7f28ea394c36
c3de8df0-6901-4259-b479-3da8ce78bf68,2019-10-07,2019-10-07,2019-10-07,2019-10-07,54.44,"009f387e-d8d7-4d34-b14b-ce62c84f8aef"
"01550a2c-2993-4a6e-9a46-ff571a703564",2020-11-02,2020-12-03,2020-10-01,2020-10-31,3564.17,f22bc51e-eec6-4e3a-9fe1-36cc3d65207f
"8f1fc75a-46fa-4bf1-a667-01eaccadb70a",2019-09-09,2019-10-09,2019-09-06,2019-09-06,159.71,a0ed4d3b-6a1f-4b93-b3a1-e1d165de7696
eb39cbeb-fccd-40df-9aac-d5efd3002f09,2019-08-04,2019-09-03,2019-08-04,2019-09-03,656.37,c753ab1a-cd7b-4968-9a25-0f0471b0c882
a6e026a6-ecaa-481e-9dd6-c05493f6f87b,2020-09-14,2020-11-13,2020-08-01,2020-08-31,821.16,cbbee2fb-061a-40b0-ad51-94a8d286a0a4
"9f7f487c-ed9b-4d18-b196-48c731c3a446",2020-07-29,2020-07-29,2020-07-01,2020-07-31,4989.73,daba9e6d-f459-40d9-9c6b-75acd3dd0bba
"01c3d582-f79a-4bbd-8e66-ac4fff24fcce",2020-03-31,2020-04-30,2020-03-01,2020-03-31,3570.69,"99a9882c-a221-44f7-8ebe-70bcbd44f037"
"911b9ab5-9c0b-43b2-9afb-21d03c0c2f92",2020-03-01,2020-03-31,2020-03-01,2020-03-31,15683.46,"2907c501-5c7a-4cba-8d4c-b489c0848f0e"
"7f61b80c-73b8-4f01-9597-1d3807157447",2020-01-01,2020-01-31,2020-01-01,2021-01-01,15678.0,"8e311a16-8be6-4f76-814e-7c28e7edb50b"
"810aa459-a6e5-4712-afef-30a41d5bb2ba",2020-05-01,2020-05-01,2020-05-01,2020-05-31,2676.96,"80255121-e6ff-4d27-ab0f-967834bbd068"
"86bf3a9a-a58b-4bf3-a18a-4e8413ee3e68",2019-09-30,2019-09-30,2019-09-01,2019-09-30,544.38,ba097901-bf5a-491e-ad30-7b62c506dff0
"17b39d5e-4fc4-4750-b16e-739ef95326dd",2020-08-31,2020-09-30,2020-08-01,2020-08-31,2102.98,f07a65f7-cc13-4f24-8fd4-7f28ea394c36
"8caa967c-f8ef-41b8-be3e-1e2863bc915e",2019-05-04,2019-06-03,2019-05-04,2019-06-03,591.08,c753ab1a-cd7b-4968-9a25-0f0471b0c882
d1ae8210-9f1e-4cc1-beb8-7286a6e92364,2020-01-31,2020-03-01,2020-01-01,2020-01-31,4573.36,"99a9882c-a221-44f7-8ebe-70bcbd44f037"
"8aee1c4c-5297-455c-8424-a1dcb50f5966",2020-01-24,2020-02-23,2020-01-22,2020-07-24,2180.21,"1e71abd5-41e3-488d-bb1c-9e48f3790846"
dc0c1bfa-b369-4eb8-8669-ed45ee0f854a,2019-06-30,2019-07-30,2019-06-30,2019-06-30,3759.7,"7c376545-1349-4330-bf79-2913d6425c6f"
"6d88e461-1632-4231-8120-1b7477b2d5c5",2019-07-08,2019-08-07,2019-07-08,2019-08-03,18.96,c753ab1a-cd7b-4968-9a25-0f0471b0c882
"9309d4ec-c2a9-4754-af90-331f8694e04f",2020-04-13,2020-04-13,2020-03-01,2020-03-31,816.56,a1605dc3-90cb-403c-ab7e-14155e817cae
"1199cf04-2309-4e40-ad45-26b805735a8e",2020-01-14,2020-01-14,2020-01-14,2020-01-14,72.49,"7ad194d1-887f-4970-8297-c210b30a1d6f"
"9355f8d1-c32f-47d9-8ae6-5b0d54252eb9",2020-07-14,2020-07-14,2020-07-15,2021-07-15,17093.39,dc885256-e806-4a7a-bd68-37b1eed72643
bdd67200-a935-4d7b-9b1f-6c296805118c,2020-04-08,2020-05-08,2020-04-01,2020-04-30,2978.02,"6e77b899-1e66-4a13-8809-309be5c0836c"
e8f60ac2-f20c-40b1-9a6d-7ab383b49821,2020-10-31,2020-11-10,2020-10-01,2020-10-31,375.62,"185a63c2-5614-4c7c-ad7a-985ba6bd8195"
"71495710-2690-465a-9aad-9c3aee259b1e",2019-08-29,2019-09-28,2019-08-29,2019-08-29,23607.48,fa55b0fc-3094-4fe0-8401-db844e15c7a4
"99701884-d604-4529-acd5-3d632d8a7a9a",2020-01-08,2020-02-07,2020-01-01,2020-01-31,3067.68,"6e77b899-1e66-4a13-8809-309be5c0836c"
a207b54c-dd5c-414b-bafa-7cb2c3e50b26,2020-07-20,2020-08-19,2020-06-20,2020-08-19,4920.27,c753ab1a-cd7b-4968-9a25-0f0471b0c882
a4d00b18-4082-41bf-82d5-b117cb56a4bd,2020-06-10,2020-07-10,2020-06-12,2021-06-11,46271.88,"8fe7675b-991f-43f3-8c04-c0d83771d781"
c0f0d896-1684-4f87-b90e-4617b9dc7dbf,2020-07-17,2020-08-16,2020-07-17,2020-07-17,13110.42,"5563cff8-b050-45e9-89d3-eb079dfeb12a"
"36f4b97f-4fa5-452f-9894-aa160373635d",2020-02-29,2020-03-30,2020-02-01,2020-02-29,4079.5,"99a9882c-a221-44f7-8ebe-70bcbd44f037"
"722a18e4-6329-47f0-a3ca-e345be5d732c",2020-04-01,2020-05-01,2020-03-01,2020-03-31,4169.9,"906a0cbb-b05a-4501-beff-40a1d3bd6399"
"8a7ada58-64cb-42d5-9851-6ceeefc67fa9",2019-08-20,2019-09-19,2019-08-20,2019-09-03,21.06,c753ab1a-cd7b-4968-9a25-0f0471b0c882
"3300699d-7d49-4c6d-b887-419f06c76efa",2020-09-15,2020-10-15,2020-09-15,2020-09-15,544.38,"021143b8-0357-4836-ab87-50a9756d8156"
"49cf59ed-703b-4523-9e06-d5dedf5a9497",2020-06-08,2020-07-08,2020-06-01,2020-06-30,2978.02,"6e77b899-1e66-4a13-8809-309be5c0836c"
"1996f624-3807-4df1-b418-40cf9f18d4ef",2019-09-09,2019-10-09,2019-09-06,2019-09-06,486.66,a0ed4d3b-6a1f-4b93-b3a1-e1d165de7696
a69391b4-992d-4b37-9e1f-a082718f37e0,2020-09-01,2020-10-16,2020-10-15,2020-11-14,2585.79,e7f597e5-0d7b-4192-a7d8-60d0b3b4115e
bff4a1d8-14fd-4026-962d-a4c34d2b67e2,2019-05-01,2019-05-31,2019-05-01,2019-05-03,21.34,c753ab1a-cd7b-4968-9a25-0f0471b0c882
"818f7f9a-1763-4f4a-910e-9321422a0563",2020-08-03,2020-09-02,2020-07-01,2020-07-31,14643.9,"7409fa50-fde9-4939-8efe-dc73cbd1e9c7"
e6d8bd39-5a45-4290-be7a-dbc0fd853412,2020-09-01,2020-09-11,2020-09-01,2020-09-01,4899.38,cd2685ce-75d4-4c34-9f16-c84497f553ad
c88b4727-23fc-4fd6-a28d-231f1d6ba4ea,2020-06-23,2020-07-23,2020-06-23,2020-06-23,13048.58,"5563cff8-b050-45e9-89d3-eb079dfeb12a"
"93579af8-4dfb-4e16-8e2f-bbfe3c4c9a3a",2020-07-22,2020-08-21,2020-07-22,2020-07-22,12592.39,fa55b0fc-3094-4fe0-8401-db844e15c7a4
"84c6174a-6c6f-4dc5-b107-a98b21240afd",2020-03-11,2020-03-11,2020-02-01,2020-02-29,816.56,a1605dc3-90cb-403c-ab7e-14155e817cae
aff87384-dc7d-4c76-8055-1c1470c38b45,2020-02-25,2020-03-26,2020-02-25,2020-07-24,3430.83,"1e71abd5-41e3-488d-bb1c-9e48f3790846"
f70e669e-4042-4ef1-a4a4-306ffbc03501,2020-03-01,2020-03-16,2020-02-20,2020-02-25,1212.24,"01bc724f-f41c-4416-b097-5e737077d077"
"185a8448-3050-4216-9631-97be83b361ce",2019-05-30,2019-06-29,2019-05-30,2019-05-30,10887.5,a77018fe-ac76-45bd-a716-fe514eccff4c
"4b5eced6-3d7d-4b13-8851-accfbf434500",2020-08-18,2020-09-17,2020-08-18,2020-08-18,9390.84,"5563cff8-b050-45e9-89d3-eb079dfeb12a"
b9b13281-6673-4a4a-a5ab-2560754c906f,2020-03-31,2020-04-30,2020-03-01,2020-03-31,17214.99,"8601c516-a301-4f29-8dad-8dc71a1881ee"
b9e4a9ee-3401-47e9-a245-4f6a4aa1d593,2020-08-07,2020-09-06,2020-07-25,2021-07-24,241843.35,"1e71abd5-41e3-488d-bb1c-9e48f3790846"
"3686ab08-356c-4a74-acb2-dfb7a2e8a4a4",2020-11-01,2020-11-01,2020-11-01,2020-11-30,108.88,"3ae52557-3479-429d-b08c-3fd76b3f6976"
a1ca2d7a-24f3-4ebc-a5db-3d5da4714017,2019-02-13,2019-03-15,2019-02-01,2019-08-31,11246.31,a96c5d60-7df0-4360-b714-02ef221e4bd0
"1e6166c0-bfb9-4495-a383-a6eee0b6a5a9",2020-03-31,2020-04-14,2020-03-31,2020-03-31,22361.4,"5bf79357-b95c-456c-bf8b-95d73a8a8f29"
"1d59f068-9323-49d8-93d4-c72e0bbb65cc",2020-07-01,2020-07-30,2020-07-01,2020-07-31,3942.39,c4f17ca4-2a0f-4141-b39b-a8862dc1dfda
"54ff2c44-4798-4c32-8d23-d9925819a1b5",2019-02-01,2019-03-03,2019-02-01,2019-04-30,9798.75,"27184514-17c5-466d-9f68-e02253695bfa"
"59f71049-8ee2-46c3-aeae-a4b16692f01c",2019-10-31,2019-11-30,2019-10-01,2019-10-31,28759.77,"698dbb4b-8a8a-4b09-8eef-c60f7c0470e5"
c78951d3-fdfb-4891-b20b-409c889d0924,2020-07-17,2020-08-16,2020-05-27,2021-05-26,6763.58,f63517f0-5734-4fec-a0b9-b31b5f5a1dfa
"53b3cc42-6f83-45f6-8e37-a972caf702b2",2019-08-31,2019-09-30,2019-08-01,2019-08-31,4877.19,"99a9882c-a221-44f7-8ebe-70bcbd44f037"
"755b9528-4baa-42be-a6fb-6230b80a8c6f",2019-10-01,2019-10-30,2019-10-01,2019-10-31,11431.89,c4f17ca4-2a0f-4141-b39b-a8862dc1dfda
f5a5b178-46ee-4958-a3f5-f99e00cbb38d,2020-08-03,2020-09-01,2020-08-03,2020-08-03,9103.85,"67ca62ac-eef5-4f0c-ba7b-7a59c5eccd5f"
"185464a1-d3b3-4843-857e-7d5142b611c3",2019-08-01,2019-08-31,2019-09-01,2019-09-30,1814.59,e7f597e5-0d7b-4192-a7d8-60d0b3b4115e
d0a663cf-e6d1-4511-98f7-8f6506055e66,2020-06-24,2020-07-24,2020-05-24,2020-06-23,7328.48,"014deb41-8f37-4f50-81b2-856e7fea015e"
d11d0d10-10c0-4dde-ae64-2afd05f370bd,2020-02-01,2020-03-02,2020-02-01,2020-02-29,15683.46,"2907c501-5c7a-4cba-8d4c-b489c0848f0e"
e70180a3-75d4-4f08-8aa1-dbe6e8dca48b,2020-08-31,2020-09-30,2020-08-31,2020-08-31,7507.21,f51bef62-eaee-4469-a595-f5617240ffd7
"4b574214-9b43-4691-a21c-eaca137a5c50",2019-07-03,2019-08-02,2019-07-01,2020-06-30,11739.66,"6152f258-554d-4e4c-be58-1b47080b3e33"
d4926d37-a03f-4e7a-b5fd-1af1339aa5de,2020-10-26,2020-10-26,2020-10-26,2020-11-26,97.15,"6d09ba63-c183-41bd-bfd9-ec187989e8cb"
db202cf6-d613-4b0b-80ed-6023004286a1,2020-07-02,2020-08-01,2020-07-01,2020-07-31,15683.46,"2907c501-5c7a-4cba-8d4c-b489c0848f0e"
"0382360b-9355-425d-8a44-1865ae501f7d",2020-04-30,2020-05-15,2020-04-30,2020-04-30,16544.28,"86ccadec-b5e3-4a76-89ca-062dd98bbf88"
"7d6f089a-958d-45a1-8a17-222a0af3f23a",2019-05-20,2019-05-30,2019-04-24,2019-05-06,8721.13,"37a1712d-f876-4282-9221-57b13e19dc9c"
"3e72e44c-8c93-44fe-9bcd-0f531d12f4e4",2020-07-01,2020-08-01,2020-07-01,2020-07-01,9103.85,"67ca62ac-eef5-4f0c-ba7b-7a59c5eccd5f"
"987c7d3c-da19-4cee-b242-b9bf04678c55",2020-07-01,2020-08-15,2020-08-15,2020-09-14,2585.79,e7f597e5-0d7b-4192-a7d8-60d0b3b4115e
e655e483-4cab-4283-805b-45821d702d3b,2020-07-06,2020-08-05,2020-06-29,2021-06-30,11739.67,"6152f258-554d-4e4c-be58-1b47080b3e33"
"97413a14-32ea-46cd-bb57-0ce495d0fe9e",2019-07-01,2019-07-30,2019-07-01,2019-09-30,10856.37,c4f17ca4-2a0f-4141-b39b-a8862dc1dfda
eb4403c8-93df-40c4-8d04-72cffb69ba9d,2019-11-30,2019-12-30,2019-11-30,2019-11-30,7215.69,f51bef62-eaee-4469-a595-f5617240ffd7
dc5655ee-65ed-49bf-a236-fc6db0579401,2020-08-01,2020-08-31,2020-07-01,2020-07-31,865.61,"906a0cbb-b05a-4501-beff-40a1d3bd6399"
"4a7e9297-50cc-4607-aa46-2f13c211bd55",2020-07-07,2020-07-07,2020-06-29,2021-06-29,38986.39,c2718d64-1501-499a-81c0-31c84c551293
b89767f6-198b-48d7-853c-a18664f24f47,2020-11-01,2020-11-01,2020-10-01,2020-11-01,475.85,e5750e9d-5ffc-4beb-bc61-929233a4468b
e0b90c0e-534a-44db-b39e-2bb4365867b5,2020-03-05,2020-04-04,2020-03-01,2020-09-01,3592.88,d483720f-0139-4769-85e5-fc73346d887a
e2403de8-e1e2-4948-be5e-e33e075dac44,2020-07-31,2020-08-15,2020-07-31,2020-07-31,18539.34,"86ccadec-b5e3-4a76-89ca-062dd98bbf88"
d48bb482-b09f-4269-949a-23da4fb7f259,2020-11-02,2020-12-02,2020-11-02,2020-11-02,261.33,"335fd6c2-e48b-4a71-96c3-71efae5ffe30"
bee78f9f-2da0-4435-b84f-74720824a734,2019-07-21,2019-08-20,2019-07-01,2020-06-30,24888.22,a96c5d60-7df0-4360-b714-02ef221e4bd0
e27451bb-b2eb-45e1-9b96-83c2f5399bcf,2020-01-20,2020-02-19,2019-12-20,2020-01-19,2833.08,c753ab1a-cd7b-4968-9a25-0f0471b0c882
"6d4738b5-0b1f-43aa-bcc3-3f8dbcb3b26f",2020-07-31,2020-08-30,2020-07-01,2020-07-31,875.39,f07a65f7-cc13-4f24-8fd4-7f28ea394c36
"158c342b-b4db-4e65-bb17-aa242fc7d2d7",2019-11-29,2019-12-06,2019-11-29,2019-11-29,4870.8,a4f6db46-d24e-4c37-8b55-b651b8c7a5cd
dfafb347-8f6f-4b13-89d4-b53796c1861d,2019-09-17,2019-10-17,2019-09-14,2020-09-13,3266.25,"260221ed-4b1e-4f0b-885c-62f4231d4bc1"
