glean_id,glean_date,glean_text,glean_type,glean_location,invoice_id,canonical_vendor_id,canonical_vendor_id 
cd31d90c-446d-11eb-a0e6-2016b9350fa1,2020-12-22,First new bill in 3 months from vendor 8601c516-a301-4f29-8dad-8dc71a1881ee,vendor_not_seen_in_a_while,invoice,021b3e22-e57b-4c0e-a8dc-e3ed898c8a8d,8601c516-a301-4f29-8dad-8dc71a1881ee,
cd31d90d-446d-11eb-9e0c-2016b9350fa1,2020-12-22,First new bill in 5 months from vendor 35c065e2-87fa-4c57-b0b8-c7843433b791,vendor_not_seen_in_a_while,invoice,19f5d896-2fec-407f-bef5-0ffdf8ceb485,35c065e2-87fa-4c57-b0b8-c7843433b791,
cd343b5e-446d-11eb-9d12-2016b9350fa1,2020-12-22,First new bill in 7 months from vendor f07a65f7-cc13-4f24-8fd4-7f28ea394c36,vendor_not_seen_in_a_while,invoice,6d4738b5-0b1f-43aa-bcc3-3f8dbcb3b26f,f07a65f7-cc13-4f24-8fd4-7f28ea394c36,
cd369dae-446d-11eb-b629-2016b9350fa1,2020-12-22,First new bill in 10 months from vendor e2091bc3-f9d7-4647-a1db-1f648b438b74,vendor_not_seen_in_a_while,invoice,19daf667-fa94-4fbb-ad35-f3d64b009f71,e2091bc3-f9d7-4647-a1db-1f648b438b74,
cd369daf-446d-11eb-8f13-2016b9350fa1,2020-12-22,First new bill in 11 months from vendor 6d09ba63-c183-41bd-bfd9-ec187989e8cb,vendor_not_seen_in_a_while,invoice,be035542-a19d-42a9-b542-51575f1a9ab3,6d09ba63-c183-41bd-bfd9-ec187989e8cb,
cd390018-446d-11eb-b84b-2016b9350fa1,2020-12-22,First new bill in 10 months from vendor 5ffbef3b-340e-4cb2-b758-e7d0d16b70c8,vendor_not_seen_in_a_while,invoice,78ddc11c-3d54-416d-9e0c-2c7a18303cd1,5ffbef3b-340e-4cb2-b758-e7d0d16b70c8,
cd3b627e-446d-11eb-ab67-2016b9350fa1,2020-12-22,First new bill in 4 months from vendor 86ccadec-b5e3-4a76-89ca-062dd98bbf88,vendor_not_seen_in_a_while,invoice,dcf8f9de-d2db-4b04-aa64-1d26172ce426,86ccadec-b5e3-4a76-89ca-062dd98bbf88,
cd3dc4f4-446d-11eb-bbac-2016b9350fa1,2020-12-22,First new bill in 3 months from vendor 7409fa50-fde9-4939-8efe-dc73cbd1e9c7,vendor_not_seen_in_a_while,invoice,cb557303-4f35-419d-a0e8-918a1e156fb8,7409fa50-fde9-4939-8efe-dc73cbd1e9c7,
cd402728-446d-11eb-8860-2016b9350fa1,2020-12-22,First new bill in 3 months from vendor af77b10e-791e-4b43-a1eb-116e3e4bc4ec,vendor_not_seen_in_a_while,invoice,5e985b54-f0b1-4610-82ff-c5cfee5bf26d,af77b10e-791e-4b43-a1eb-116e3e4bc4ec,
cd402729-446d-11eb-9ecb-2016b9350fa1,2020-12-22,First new bill in 5 months from vendor af77b10e-791e-4b43-a1eb-116e3e4bc4ec,vendor_not_seen_in_a_while,invoice,7e44ac09-474c-41ec-a971-50d4a7517033,af77b10e-791e-4b43-a1eb-116e3e4bc4ec,
cd4289e8-446d-11eb-8828-2016b9350fa1,2020-12-22,First new bill in 5 months from vendor 089685a6-ecec-44ab-bfdf-b2ccb5182382,vendor_not_seen_in_a_while,invoice,a205f7ca-d7ae-4c52-a6ac-8eb9e32a588f,089685a6-ecec-44ab-bfdf-b2ccb5182382,
cd44ebe4-446d-11eb-9f76-2016b9350fa1,2020-12-22,First new bill in 4 months from vendor b21a0540-aaff-4d8d-ad8e-4430809fe0ff,vendor_not_seen_in_a_while,invoice,cd44eb6d-d84d-4bb1-9ff9-0e56d14e4f01,b21a0540-aaff-4d8d-ad8e-4430809fe0ff,
cd478b1c-446d-11eb-af13-2016b9350fa1,2020-12-22,First new bill in 3 months from vendor 3c1f0ab8-e203-4d12-a787-acb626e0af06,vendor_not_seen_in_a_while,invoice,20c2b6d7-2529-4023-a15b-2a3719ae6a6e,3c1f0ab8-e203-4d12-a787-acb626e0af06,
cd478b1d-446d-11eb-b808-2016b9350fa1,2020-12-22,First new bill in 3 months from vendor e5750e9d-5ffc-4beb-bc61-929233a4468b,vendor_not_seen_in_a_while,invoice,bd7832fc-70fb-4c56-aa13-13a685953e54,e5750e9d-5ffc-4beb-bc61-929233a4468b,
cd478b1e-446d-11eb-b6aa-2016b9350fa1,2020-12-22,First new bill in 4 months from vendor e5750e9d-5ffc-4beb-bc61-929233a4468b,vendor_not_seen_in_a_while,invoice,b89767f6-198b-48d7-853c-a18664f24f47,e5750e9d-5ffc-4beb-bc61-929233a4468b,
cd478b1f-446d-11eb-b03f-2016b9350fa1,2020-12-22,First new bill in 5 months from vendor a6faacb8-8bc2-4f68-9649-2e1977dbf067,vendor_not_seen_in_a_while,invoice,d4688382-16e5-4e01-a1cc-cde4323ba535,a6faacb8-8bc2-4f68-9649-2e1977dbf067,
cd49eddc-446d-11eb-8760-2016b9350fa1,2020-12-22,First new bill in 11 months from vendor fa55b0fc-3094-4fe0-8401-db844e15c7a4,vendor_not_seen_in_a_while,invoice,93579af8-4dfb-4e16-8e2f-bbfe3c4c9a3a,fa55b0fc-3094-4fe0-8401-db844e15c7a4,
cd4c5028-446d-11eb-9a4b-2016b9350fa1,2020-12-22,First new bill in 7 months from vendor da721a36-1290-4312-9d76-557c19c5736e,vendor_not_seen_in_a_while,invoice,9128256b-fa75-4f25-8b74-1a18a8c46282,da721a36-1290-4312-9d76-557c19c5736e,
cd4eb286-446d-11eb-be7e-2016b9350fa1,2020-12-22,First new bill in 3 months from vendor 3a64161d-30c9-41b8-85e7-910b891e6520,vendor_not_seen_in_a_while,invoice,0732547d-1e5c-4be3-8079-18e9a9fd02ef,3a64161d-30c9-41b8-85e7-910b891e6520,
cd4eb287-446d-11eb-b922-2016b9350fa1,2020-12-22,First new bill in 10 months from vendor 4fcbbc40-71cc-4aa8-84f2-32093f94bcb8,vendor_not_seen_in_a_while,invoice,db1dece5-93b9-4bcf-b041-937542b91a44,4fcbbc40-71cc-4aa8-84f2-32093f94bcb8,
cd5114de-446d-11eb-afc8-2016b9350fa1,2020-12-22,First new bill in 3 months from vendor 10eaea15-03c3-4d52-9120-9fa817ae4fd3,vendor_not_seen_in_a_while,invoice,a402e241-1b10-478c-9d0d-ed5fb5d283d5,10eaea15-03c3-4d52-9120-9fa817ae4fd3,
cd537736-446d-11eb-89b5-2016b9350fa1,2020-12-22,First new bill in 4 months from vendor 3e593531-951a-4098-a4df-4bb320292d14,vendor_not_seen_in_a_while,invoice,d454ff7d-e5dd-40fe-957e-e5ae40f86ce3,3e593531-951a-4098-a4df-4bb320292d14,
cd55d980-446d-11eb-abc1-2016b9350fa1,2020-12-22,First new bill in 3 months from vendor da8d9a9f-b561-4398-bb23-0f7a11514cb8,vendor_not_seen_in_a_while,invoice,8990a035-2d71-4952-aa1a-b0a511a43202,da8d9a9f-b561-4398-bb23-0f7a11514cb8,
cd55d981-446d-11eb-8b4a-2016b9350fa1,2020-12-22,First new bill in 5 months from vendor 3868ba1e-df06-4cdf-8445-3ff788ef6085,vendor_not_seen_in_a_while,invoice,1af7182d-50e6-4791-ad45-fd8b7c640f4a,3868ba1e-df06-4cdf-8445-3ff788ef6085,
cd583bee-446d-11eb-b6d2-2016b9350fa1,2020-12-22,First new bill in 16 months from vendor 0fe5f1a4-849a-4e7c-bb11-00e5e9d6cec0,vendor_not_seen_in_a_while,invoice,db45dfe4-13cf-4413-b243-d6e9921d00e9,0fe5f1a4-849a-4e7c-bb11-00e5e9d6cec0,
cd583bef-446d-11eb-8c8b-2016b9350fa1,2020-12-22,First new bill in 8 months from vendor 5bf5e44e-fd30-44b7-8da3-19b228a47fef,vendor_not_seen_in_a_while,invoice,2c1f3e3c-af1a-471d-8df6-363b138aa119,5bf5e44e-fd30-44b7-8da3-19b228a47fef,
cd5a9e46-446d-11eb-b6c5-2016b9350fa1,2020-12-22,First new bill in 5 months from vendor a5883740-aea5-4716-8f07-7b4765cb2385,vendor_not_seen_in_a_while,invoice,08b56076-7807-4da7-9a74-d26da2b081ce,a5883740-aea5-4716-8f07-7b4765cb2385,
cd5d009c-446d-11eb-847f-2016b9350fa1,2020-12-22,First new bill in 13 months from vendor 3629f0a6-158e-4027-92c7-26806c316bc2,vendor_not_seen_in_a_while,invoice,c517aa0a-9f83-4623-aa31-580145e12fec,3629f0a6-158e-4027-92c7-26806c316bc2,
cd5d009d-446d-11eb-8c3b-2016b9350fa1,2020-12-22,First new bill in 3 months from vendor 3629f0a6-158e-4027-92c7-26806c316bc2,vendor_not_seen_in_a_while,invoice,4b26c1c0-8487-4215-9375-3999292cb51c,3629f0a6-158e-4027-92c7-26806c316bc2,
cd5d009e-446d-11eb-a8b6-2016b9350fa1,2020-12-22,First new bill in 8 months from vendor 3629f0a6-158e-4027-92c7-26806c316bc2,vendor_not_seen_in_a_while,invoice,45845f82-06fe-4eb5-b18f-2709339b5b2e,3629f0a6-158e-4027-92c7-26806c316bc2,
cd5d009f-446d-11eb-959f-2016b9350fa1,2020-12-22,First new bill in 4 months from vendor f84005d8-f811-40f6-95be-00d95f9d693c,vendor_not_seen_in_a_while,invoice,a2821a2c-11b7-49d9-8be5-dd48db5aeb7f,f84005d8-f811-40f6-95be-00d95f9d693c,
cd5f62ec-446d-11eb-b0a1-2016b9350fa1,2020-12-22,First new bill in 12 months from vendor 021143b8-0357-4836-ab87-50a9756d8156,vendor_not_seen_in_a_while,invoice,7da68667-4f3c-4b9d-b9ac-6db57ce49494,021143b8-0357-4836-ab87-50a9756d8156,
cd5f62ed-446d-11eb-b558-2016b9350fa1,2020-12-22,First new bill in 3 months from vendor 3765dbe9-971b-4584-806b-1c42411fa0c2,vendor_not_seen_in_a_while,invoice,cef88711-29f9-4528-b513-697451b55921,3765dbe9-971b-4584-806b-1c42411fa0c2,
cd61c54c-446d-11eb-a0e3-2016b9350fa1,2020-12-22,First new bill in 10 months from vendor 1e71abd5-41e3-488d-bb1c-9e48f3790846,vendor_not_seen_in_a_while,invoice,8aee1c4c-5297-455c-8424-a1dcb50f5966,1e71abd5-41e3-488d-bb1c-9e48f3790846,
cd61c54d-446d-11eb-a948-2016b9350fa1,2020-12-22,First new bill in 3 months from vendor 1e71abd5-41e3-488d-bb1c-9e48f3790846,vendor_not_seen_in_a_while,invoice,b2e50430-7d2e-4139-8d16-ebd428a82501,1e71abd5-41e3-488d-bb1c-9e48f3790846,
cd61c54e-446d-11eb-a279-2016b9350fa1,2020-12-22,First new bill in 3 months from vendor a9a72190-f998-451d-bf0a-d37bdc4cf91d,vendor_not_seen_in_a_while,invoice,e416a5b4-1f41-4ba7-ad2e-7066214d3d0e,a9a72190-f998-451d-bf0a-d37bdc4cf91d,
cd61c54f-446d-11eb-866b-2016b9350fa1,2020-12-22,First new bill in 3 months from vendor a9a72190-f998-451d-bf0a-d37bdc4cf91d,vendor_not_seen_in_a_while,invoice,54f5ec25-6b03-4740-ac85-2b212fed349a,a9a72190-f998-451d-bf0a-d37bdc4cf91d,
cd6427ae-446d-11eb-ab7d-2016b9350fa1,2020-12-22,First new bill in 3 months from vendor aaf161af-1b36-4c8a-a622-6ba062853874,vendor_not_seen_in_a_while,invoice,fd3222d0-3dd9-488f-96b0-ae9baae3a32d,aaf161af-1b36-4c8a-a622-6ba062853874,
cd66b7c8-446d-11eb-ad01-2016b9350fa1,2020-12-22,First new bill in 6 months from vendor 1d937e0f-683d-4958-9ebd-6c6156899afc,vendor_not_seen_in_a_while,invoice,55053ebb-bd16-407b-a5b4-b36242dec399,1d937e0f-683d-4958-9ebd-6c6156899afc,
cd66b7c9-446d-11eb-bcfa-2016b9350fa1,2020-12-22,First new bill in 5 months from vendor 122c91c1-d193-4e6e-aae4-4c480aafec6e,vendor_not_seen_in_a_while,invoice,f7a7a716-afcd-4025-93b3-cbef83586981,122c91c1-d193-4e6e-aae4-4c480aafec6e,
cd66b7ca-446d-11eb-b7f6-2016b9350fa1,2020-12-22,First new bill in 5 months from vendor 122c91c1-d193-4e6e-aae4-4c480aafec6e,vendor_not_seen_in_a_while,invoice,74d9feeb-f573-4612-89a3-a928895e2dec,122c91c1-d193-4e6e-aae4-4c480aafec6e,
cd691a7a-446d-11eb-a42a-2016b9350fa1,2020-12-22,First new bill in 3 months from vendor 8db7096a-752d-433f-a263-555b035c7836,vendor_not_seen_in_a_while,invoice,0bba62d3-3781-4b8d-9707-13494fff7fd3,8db7096a-752d-433f-a263-555b035c7836,
cd691a7b-446d-11eb-9d73-2016b9350fa1,2020-12-22,First new bill in 4 months from vendor 8db7096a-752d-433f-a263-555b035c7836,vendor_not_seen_in_a_while,invoice,84229a05-8ad0-4453-aa02-7fc941abfd4b,8db7096a-752d-433f-a263-555b035c7836,
cd6b7cde-446d-11eb-a83c-2016b9350fa1,2020-12-22,First new bill in 8 months from vendor 3d2e310c-a166-42e6-a6d8-fe28f38acbd7,vendor_not_seen_in_a_while,invoice,39406d07-caef-4139-ab5d-92cd4fcbb66d,3d2e310c-a166-42e6-a6d8-fe28f38acbd7,
cd6b7cdf-446d-11eb-aa54-2016b9350fa1,2020-12-22,First new bill in 15 months from vendor 3d2e310c-a166-42e6-a6d8-fe28f38acbd7,vendor_not_seen_in_a_while,invoice,67078ec4-bfb2-4e94-bfd8-eab88d37ced3,3d2e310c-a166-42e6-a6d8-fe28f38acbd7,
cd6ddfbe-446d-11eb-966e-2016b9350fa1,2020-12-22,First new bill in 3 months from vendor 185a63c2-5614-4c7c-ad7a-985ba6bd8195,vendor_not_seen_in_a_while,invoice,3d01fa12-9eef-4a0a-b2d0-31c0b3f76532,185a63c2-5614-4c7c-ad7a-985ba6bd8195,
cd70419c-446d-11eb-8439-2016b9350fa1,2020-12-22,First new bill in 3 months from vendor c4f17ca4-2a0f-4141-b39b-a8862dc1dfda,vendor_not_seen_in_a_while,invoice,97413a14-32ea-46cd-bb57-0ce495d0fe9e,c4f17ca4-2a0f-4141-b39b-a8862dc1dfda,
cd70419d-446d-11eb-951a-2016b9350fa1,2020-12-22,First new bill in 3 months from vendor c4f17ca4-2a0f-4141-b39b-a8862dc1dfda,vendor_not_seen_in_a_while,invoice,755b9528-4baa-42be-a6fb-6230b80a8c6f,c4f17ca4-2a0f-4141-b39b-a8862dc1dfda,
cd70419e-446d-11eb-b05b-2016b9350fa1,2020-12-22,First new bill in 8 months from vendor c4f17ca4-2a0f-4141-b39b-a8862dc1dfda,vendor_not_seen_in_a_while,invoice,410a5f09-65f2-4ea1-b281-5853461f6221,c4f17ca4-2a0f-4141-b39b-a8862dc1dfda,
cd70419f-446d-11eb-af42-2016b9350fa1,2020-12-22,First new bill in 4 months from vendor c4f17ca4-2a0f-4141-b39b-a8862dc1dfda,vendor_not_seen_in_a_while,invoice,8cb5e24c-2ebd-489b-a2d9-a36caee0fb52,c4f17ca4-2a0f-4141-b39b-a8862dc1dfda,
cd7041a0-446d-11eb-b40c-2016b9350fa1,2020-12-22,First new bill in 11 months from vendor 6152f258-554d-4e4c-be58-1b47080b3e33,vendor_not_seen_in_a_while,invoice,829fe906-56e2-481e-9bb0-b27e75f16f15,6152f258-554d-4e4c-be58-1b47080b3e33,
cd7041a1-446d-11eb-b345-2016b9350fa1,2020-12-22,First new bill in 3 months from vendor 44ae301b-5ff0-4152-9481-9111527db8be,vendor_not_seen_in_a_while,invoice,8117ee79-1404-4622-b1be-1a1e88a595ff,44ae301b-5ff0-4152-9481-9111527db8be,
cd750636-446d-11eb-a9ba-2016b9350fa1,2020-12-22,First new bill in 3 months from vendor 906a0cbb-b05a-4501-beff-40a1d3bd6399,vendor_not_seen_in_a_while,invoice,7a07617b-a1c1-455f-b2f5-96bea90c9247,906a0cbb-b05a-4501-beff-40a1d3bd6399,
cd7768b6-446d-11eb-a91d-2016b9350fa1,2020-12-22,First new bill in 4 months from vendor fd47eb0b-19d4-4041-a1fb-dd0b113dacbb,vendor_not_seen_in_a_while,invoice,361326af-f38f-46a0-a256-4eec16dc6e5f,fd47eb0b-19d4-4041-a1fb-dd0b113dacbb,
cd79cb00-446d-11eb-b5f2-2016b9350fa1,2020-12-22,First new bill in 4 months from vendor c753ab1a-cd7b-4968-9a25-0f0471b0c882,vendor_not_seen_in_a_while,invoice,e27451bb-b2eb-45e1-9b96-83c2f5399bcf,c753ab1a-cd7b-4968-9a25-0f0471b0c882,
cd7c2d62-446d-11eb-ba26-2016b9350fa1,2020-12-22,First new bill in 5 months from vendor a77018fe-ac76-45bd-a716-fe514eccff4c,vendor_not_seen_in_a_while,invoice,516813f6-610c-4d79-9f65-2a37068310dd,a77018fe-ac76-45bd-a716-fe514eccff4c,
cd7c2d63-446d-11eb-b0fd-2016b9350fa1,2020-12-22,First new bill in 14 months from vendor a77018fe-ac76-45bd-a716-fe514eccff4c,vendor_not_seen_in_a_while,invoice,60f5c828-dec2-4315-8f19-9ab8904c99c3,a77018fe-ac76-45bd-a716-fe514eccff4c,
